Text,Category
দয়া করে  শ্বেতাঙ্গ চাইনিজ এবং এশিয়ান সার্স আলাদা করুন এবং কোভিড উভয়ই চীন থেকে উদ্ভূত হয়েছে,raAG
আপনি  শ্বেতাঙ্গ আমেরিকা আবার মহান হতে চান আপনি যদি বাক যেতে চান তাহলে আমেরিকা কখনোই মহান ছিল না আপনি জানেন যে আপনি একজন দাস হতে পারেন,raAG
সমস্ত অসম্মানের সাথে আমি সত্যিই সাদা মোর্ডাফাকারদের পছন্দ করি না যেটি আমি যেখানে আছি,raAG
সাবধান কৃষ্ণাঙ্গ মানুষের সাথে মিশলে আপনার কাপড় কালো হয়ে যেতে পারে,raAG
প্রতিটি কালো শিশুকে গর্ভপাত করুন,raAG
কালো বাচ্চাদের মেরে ফেলো কালো বাচ্চাদের মেরে ফেলো আমরা মৃত কালো বাচ্চাদের পছন্দ করি 2020,raAG
নিগারদের লিঞ্চ করা,raAG
আমি এই কৃষ্ণাঙ্গ চাইনিজদের ঘৃণা করি সারা বিশ্ব ঘৃণা করি চাইনিজরা এখন তোমাকে সব এবং তোমার চোদন ভাইরাসকে চোদো,raAG
কালো মািগির বুক পুটকির মত,raAG
কল্যাণ অপরাধের রাজা এবং রাণী 10000 কালো মহিলারা সকল বর্ণের কুৎসিত মহিলারা কেবল এটিকে বাস্তব রেখে,raAG
তাকে কালো অনুসরণ করবেন না,raAG
কালো সংস্কৃতি মানে মুরগি আর দাসত্বের কোনো সমস্যা নেই,raAG
 শ্বেতাঙ্গ আমেরিকানরা একটি কারণের জন্য প্রিজারভেটিভের মধ্যে সব রাখে,raAG
আপনার ত্বক যথেষ্ট কালো আপনি একটি ভাল তুলা বাছাই করতে হবে,raAG
কেন তুমি কালো লাফি এইমাত্র জঙ্গলে ফিরে এসেছিলে,raAG
অন্য কেউ কি লক্ষ্য করেছেন যে তারা কালো নাকি শুধু আমিই?,raAG
মানুষ এবং তাই শ্বেতাঙ্গ পুলিশ তাদের যা প্রাপ্য তা দেয়,raAG
তুমি কালো কেন?,raAG
আপনি যদি এত কিছু করে থাকেন তবে আপনি প্রতিদিন সাদা প্রিভিলেজ  সম্পর্কে কাঁদবেন না যেটির অস্তিত্ব নেই আপনার প্রজন্মের অলস মাদকের প্রধান তথ্য,raAG
কোন কালো মানুষ ভাল নয় হয় তারা সবাই শুধু গ্যাং টুকরো টুকরো টুকরো টুকরো টুকরো টুকরো টুকরো টুকরো টুকরো টুকরো টুকরো টুকরো টুকরো টুকরো টুকরো টুকরো টুকরো টুকরো টুকরো খুন,raAG
আপনি কি মনে করেন কালো বাস ড্রাইভার বাসের পেছন থেকে বা সামনে থেকে চালায়,raAG
আপনি নিগাররা লাইনে যেতে এবং ভ্যাকসিনের জন্য সাইন আপ করতে জানতে খুব বোবা,raAG
" কালো এবং ধির হওয়ার কারণে আপনি পুলিশের দ্বারা গুলিবিদ্ধ হতে বাধ্য, তারা মনে করে না আপনি গ্যাং ইঙ্গিত ছুঁড়ছেন",raAG
 শ্বেতাঙ্গ বলে কেন আমেরিকা ছাড়বে ,raAG
কালো চামড়ার মৃত্যু,raAG
আমি ঘৃণা করি কালো চামড়ার ভগ এর বাইরের দিকে অন্ধকার এবং ভিতরের দিকে গোলাপী লাল স্মহ ভগ গরম পকেটের মতো,raAG
আমি আপনার এত  নিগা এশিয়ান বাজি যে আপনি সবে দেখতে পারেন,raAG
আপনাকে বুঝতে হবে যে কিছু কালো ত্বকের মেয়ে আছে যারা সেখানে স্বাচ্ছন্দ্য বোধ করে না এবং কোন কারণ ছাড়াই লাইটস্কিনকে ঘৃণা করে,raAG
আপনাকে বুঝতে হবে যে কিছু কালো ত্বকের মেয়ে আছে যারা সেখানে স্বাচ্ছন্দ্য বোধ করে না এবং কোন কারণ ছাড়াই লাইটস্কিনকে ঘৃণা করে,raAG
আপনি কি সবাইকে বলতে পারেন প্রথমে সাদা অনিবার্য,raAG
দরিদ্র শিশুরা সাদা বাচ্চাদের মতোই উজ্জ্বল এবং প্রতিভাবান,raAG
"আপনি আপনার প্রথম মূলধারার আফ্রিকান আমেরিকান পেয়েছেন যিনি স্পষ্টবাদী এবং উজ্জ্বল এবং পরিষ্কার এবং একজন সুন্দর চেহারার লোক, আমি বলতে চাচ্ছি এটি একটি গল্পের বই",raAG
আপনি কখনই অন্ধকারকে বুঝতে পারবেন না আপনি জানেন না হিস্পানিকরা কিসের মধ্য দিয়ে যায়,raAG
অপেক্ষা করুন আপনার কালো আপনার জীবন কোন ব্যাপার না,raAG
ভাল দুঃখিত আমার বানর বর্ণবাদের সংজ্ঞা দেখুন কারণ এটি উভয় উপায়ে যায়,raAG
আচ্ছা তুমি বর্ণবাদী তাই হ্যাঁ ইম্মা বর্ণবাদী হও আর কারো সাথে কথা বলবো না অসুস্থ তোমাকে পরে গাছে দেখা হবে বন্ধু,raAG
আফ্রিকানরা উপনিবেশকারীদের ভালোবাসে,raAG
ঈশ্বর অবশ্যই আপনি সাদা,raAG
আমি দোকান থেকে ফিরে কত কালো লোক যে বলতে পারেন,raAG
একজন কালো লোক একটি বারে ঢুকেছিল যেখানে সে একজন মহিলাকে খুঁজে পেয়েছিল যে তাকে তার বাড়িতে নিয়ে গিয়েছিল এবং সে তাকে বলেছিল যে তারা কালো পুরুষদের সম্পর্কে যা বলে তা সত্য কিনা তাই সে তাকে ছুরিকাঘাত করে এবং তার পার্স নিয়ে যায়,raAG
তিনি বিসিকে জিজ্ঞাসা করেছিলেন যে তিনি কালো এবং কেবল চুরি বা মাদক কেনার অর্থ উপার্জন করেন,raAG
গাঢ় চামড়ার লোকেরা এত নাটকীয় যে আপনি সীমান্ত অতিক্রম করবেন,raAG
"আমি সত্যিই শ্বেতাঙ্গদের উপভোগ করি যারা শ্বেতাঙ্গ বর্ণবাদী লোকেদের ঘৃণা করে, পরিবারের সদস্যদের অস্বীকার করার জন্য পাগল হয়ে যাবে এবং থ্যাঙ্কসগিভিং এ যুদ্ধে যাবার জন্য আঙ্কেল ববকে তার বাচ্চাদের সামনে ডাকছে",raAG
সাদা জাতি দীর্ঘজীবী হোক,raAG
ব্রিটেন সাদা রাখুন,raAG
আমি যদি কালোরা এখনও ক্রীতদাস থাকতাম,raAG
এই গুণ্ডাদের আফ্রিকায় ফেরত পাঠান,raAG
যৌনসঙ্গম  নিগা  গো চিত্র,raAG
আমার কফি স্পর্শ করতে দেয় না,raAG
শুধুমাত্র একজন কৃষ্ণাঙ্গ মহিলাই দুবার ধর্ষিত হওয়ার জন্য যথেষ্ট বোবা হতে পারে,raAG
ঠিক আছে নিগাররা হাহাহাহাহাহা করতে থাকুন এবং ভাল করে দেখুন কে আগে সাজে,raAG
চুপ কর কালো মাগি এবং তোমার দেশে ফিরে যাও,raAG
নিগার প্রেমিক,raAG
হিটলার ইহুদিদের মধ্যে খারাপ কিছু দেখেছিলেন তাতে অবাক হওয়ার কিছু নেই যে তিনি যা করেছিলেন তা করেছিলেন তারা নিপীড়িত হওয়া থেকে কিছুই শিখেনি কেবল ইহুদিদের কীভাবে নিপীড়ন করতে হয় আমাকে প্রতিটি আকারে এবং আকারে ছদ্মবেশ ধারণ করে,raAG
মার্কিন পুলিশ বিক্ষোভকারীদের কালো জনসংখ্যা হ্রাস করতে সহায়তা করছে এটি একটি দুর্দান্ত খবর,raAG
শ্বেতাঙ্গরা সব নষ্ট করে দেয়,raAG
আমি আমার শৈশব কালো পছন্দ করি না আপনি এটা নষ্ট করে,raAG
এখানেই সত্য যে চাইনিজরা আমাদের সকল এশীয়দের একটি খারাপ প্রতিনিধিত্ব দিচ্ছে এবং চাইনিজরা আমাদের প্রতি অন্যান্য এশিয়ানদের প্রতি এই সমস্ত ঘৃণার কারণ,raAG
কমিউনিস্ট  শ্বেতাঙ্গ চীন সারা বিশ্বে ছি ছি শুরু না হওয়া পর্যন্ত আমাদের ভালো এশিয়ানদের প্রতি এই ধরনের শত্রুতা কখনোই ছিল না,raAG
কালো মানুষ জীবন কোন ব্যাপার না,raAG
আমি শপথ করি যে এই চাইনিজ  শ্বেতাঙ্গ বন্ধুরা সয়া সস দিয়ে তাদের নিজের মলত্যাগ করতে পারে সেখানে কোনও পাগল প্রাণী বা জীবন্ত প্রাণী নেই যারা বেশিরভাগ সময় কাঁচা কাঁচা খায় না,raAG
কালো মানুষ ডাকাতি বা চুরি ছাড়া একটি দিন যেতে পারে না,raAG
আমরা কি স্থায়ীভাবে সব সাদা মানুষকে নিষিদ্ধ করতে পারি?,raAG
একটি কালো ব্যক্তি পাগল হবে তারা একটি হ্যান্ডআউট পায়নি,raAG
যদি সেই নিগাররা পড়তে পারে তবে তারা খুব বিরক্ত হবে,raAG
অবশ্যই ডাকাত কালো ছিল,raAG
আমি গর্ভবতী শীঘ্রই একটি স্ক্যান করিয়ে জানতে চাই যে এটি সাদা নাকি গর্ভপাতের ফলে কালো হয়,raAG
এই কালো ছেলের যেন পুলিশ ও বন্দুকের ব্যবসায় না জড়ানো,raAG
"তাদের সঠিকভাবে পরিবেশন করে যারা শ্বেতাঙ্গ ফরাসি লোকেরা প্রত্যেকের কাছে এত অভদ্র এবং কদর্য, তারা সবাই অদৃশ্য হয়ে যাওয়াই ভাল",raAG
একটি জিনিস আমি বিশ্বাস করি না বিস্ফোরক সঙ্গে সাদা মানুষ,raAG
অন্ধকার ছাড়া,raAG
আপনার গায়ের রঙ দেখার সাথে সাথে সে তার বক্সিং দক্ষতা ভুলে যায় এবং আপনাকে গুলি করে,raAG
দাসত্ব শুধুমাত্র  শ্বেতাঙ্গ ক্রীতদাসের জন্য খারাপ,raAG
লক্ষ্য করুন সমস্ত কালো বন্ধুরা বানরের মতো চিৎকার করছে,raAG
একটি নিগার যে তার বাবার মতো বিষ্ঠা হবে না যে সে সম্ভবত তথ্য জানে না,raAG
এটি বৈধ হলে তিনি তিনটি অপরাধের জন্য দোষী হতেন কালো হওয়া তার মধ্যে একটি,raAG
অবশ্যই সে কালো,raAG
কালো মানুষ সত্যিই সবকিছু দ্বারা বিক্ষুব্ধ হয়,raAG
চিন্তা করবেন না প্লাস আপনি সাদা,raAG
সাদা সম্পর্কে শব্দ,raAG
কেউ কখনও সাদা মানুষ সিরিয়াস নেবে না,raAG
আপনি কালো মানুষ ঘৃণা যদি এটি অনুলিপি,raAG
কালো ছেলেদের মত শোনাচ্ছে,raAG
কোন কালো মানুষ আস্ফালন কোন চুরি,raAG
আপনি যদি ডেন্টাল ফ্লস দিয়ে তাদের অন্ধ করতে না পারেন তবে তারা  শ্বেতাঙ্গ এশিয়ান,raAG
সব সাদা সফল হবে,raAG
শিথিল করুন সাদা শিশুটি বালক তাই এটি শিশু নির্যাতন নয়,raAG
কালো পয়েন্ট ফাঁকা,raAG
আপনি সম্ভবত একজন শ্বেতাঙ্গ পিতামাতার দ্বারা বেড়ে উঠেছেন,raAG
কি একটি দুশ্চরিত্রা গাধা নিগার,raAG
এটি কখনও দেখা সবচেয়ে সাদা জিনিস,raAG
 সঙ্গীত নিজের জন্য নিগার কথা বলতে দিন,raAG
আইডি একটি সাদা মানুষের পকেটে চাবি লুকান,raAG
এটি কখনও সাদা বিষ্ঠা কিছু,raAG
 যে যেখানে কালো মানুষ যাইহোক অন্তর্গত,raAG
কালো মানুষ ,raAG
সাদা মানুষ ক্লাউন সময় হয়,raAG
ভাই অসুস্থ কিন্তু সব হোমোফোবিক গাধা কালো মাগি যৌনসঙ্গম,raAG
হ্যাঁ এটি একটি কালো শিশু আমি এটি স্পর্শ করব না,raAG
কালো মানুষ সবসময় তাদের ব্যাকরণ ভুল পাচ্ছেন,raAG
এই কারণে সমস্ত কালো মানুষ জেলে থাকা উচিত,raAG
চাইনিজ মানুষ সব খায়,raAG
কালো মানুষ মৃত বু হু,raAG
 আপনি শব্দ আপনার সাদা বলতে পারবেন না,raAG
আমার নিগার তাকে 5 তারা পেয়েছে,raAG
এটা পাগল আমি কালো মানুষ পছন্দ মনে নেই,raAG
মানে ওরা চাচা মুহূর্ত নয় সাদা মেয়েটা দুই নিগারের মাঝে,raAG
আমি বরং নিগারদের তৈরি খাবারের চেয়ে নিজের গাধা খাই,raAG
নিগার,raAG
চুপ কর তুমি নির্বোধ নিগার এশিয়ান প্রিক,raAG
নিগার যাবে না কারণ তাদের অস্তিত্ব নেই,raAG
সে আফ্রো আমেরিকান নয় সে একজন চোদন নিগার,raAG
হাহা চাইনিজ ভারতীয়দের চেয়ে ভালো,raAG
আশ্চর্য হয় না সে কালো,raAG
সুযোগ পেলেই এশিয়ানদের পুড়িয়ে ফেলা উচিত ছিল,raAG
এবং আপনার কালো কোন অধিকার দাস,raAG
কালো মানুষ বনাম সাদা মানুষ এবং মাঝখানে এশিয়ান,raAG
ঠিক আছে সাদা ছেলে,raAG
কালোরা 7 11 কে ডাকাতি করা এবং 94 বছর বয়সী মহিলাকে ছিনতাই করে কালো ছেলেদের চেয়ে ভাল,raAG
এটা আবার কালো,raAG
তবে আমি অন্তত কালো নই,raAG
সে কেবল নিজেকে সাধারণ কালো মনোভাব থেকে বোকা বানিয়েছে এবং তারা ভাবছে কেন তারা কোন সম্মান পায় না,raAG
নিগার আপনি দাসত্ব ফিরে থাপ্পড়,raAG
 কালো হওয়ার চেষ্টা বন্ধ করুন,raAG
সাদা মানুষের মত হতে,raAG
কালো মানুষের মত হয়,raAG
আমার মাথা নেড়ে সাদা মানুষ,raAG
এটি চুষেছিল কারণ এটিতে কালো স্পাইডারম্যান ছিল,raAG
চুপ থাক আমি তোমাকে মেক্সিকোতে ফেরত পাঠাচ্ছি,raAG
আপনার একাউন্টের অবস্থা দেখুন আপনার কালো চুদা বের করুন,raAG
আপনার সাদা বন্ধ করুন এবং কোন ব্যাপার না,raAG
সাপের মুখের ভিতরটা কালো ছেলেদের মুখের মত কেন?,raAG
সাদা বিষ্ঠা  কখনও দেখা,raAG
আমি তার কারণে সাদা লোকদের দাঁড়াতে পারি না আমি দুঃখিত কিন্তু আমি এমনকি সাদা মানুষের সাথে কথা বলতেও পছন্দ করি না ট্রাম্প একজন বোকা এবং এই সমস্ত মৃত্যু রোধ করার জন্য কোনো কাজ করেননি,raAG
চুপ কর মোর্থা ফাকিং নিগার গো ব্যাক টু দাসত্ব,raAG
ওহ এর বন্দুক এর বন্দুক না এর বন্দুক সহ সাদা মানুষ,raAG
নিগুহরা উচ্চ মানের অজ্ঞতা এবং সহিংসতা পছন্দ করে,raAG
শ্বেতাঙ্গ লোকেরা চিরকালের জন্য সাদা লোক জিনিসগুলি করতে থাকবে আমিন,raAG
কালো মানুষ এত বস্তুবাদী কেন?,raAG
বিড়াল জানতো কালো গাধা এটা চুরি করবে,raAG
দুঃখিত আমি সাদা কথা বলি না,raAG
সাদা মানুষ খেলাধুলা,raAG
আপনার মেমস কালো মানুষদের মতই খারাপ,raAG
শুধুমাত্র কালো মানুষদের একটি নিগা চেইন শুরু করা যাক,raAG
এটি এখন পর্যন্ত দেখা সবচেয়ে বোকা সাদা বিষ্ঠা,raAG
এবং কি আশ্চর্য তারা সব কালো,raAG
সাদা শিশুদের মত হতে হবে,raAG
প্রথম কারণ তিনি কালো,raAG
শুধুমাত্র গাঢ় চামড়া,raAG
সাদা মহিলাদের থেকে দূরে থাকার আরেকটি কারণ,raAG
অভিশাপ সাদা মানুষের সত্যিই ঠোঁট নেই,raAG
অবশ্যই তার কালো এই বিষ্ঠা করছেন,raAG
শুধুমাত্র নিগার,raAG
আমি নিগারদের ঘৃণা করি,raAG
কেন যুদ্ধবাজ যদিও আমি সবসময় কালোদেরকে বিদেশী কাজ করতে দেখি,raAG
নিগা ব্লাস্টার,raAG
নিগার এখনও তিনি অভিনয় মত অভিনয়,raAG
আচ্ছা আমি দুঃখিত ধনী সাদা মানুষ মা প্রকৃতির জন্য অর্থ ব্যয় করতে চায় না,raAG
শুধুমাত্র কালোরা মনে করবে যে এটি দুর্দান্ত,raAG
বোবা কালো গাধা নিগার সে তার আত্মাকে ঝুলিয়ে রেখেছে,raAG
নিগা,raAG
সব সাদা মানুষ বর্ণবাদী,raAG
একবিংশ শতাব্দীতে একজন সাদা ডুড যুদ্ধ না হওয়া পর্যন্ত সবাই গ্যাংস্টা,raAG
তাই আমি কালো মানুষকে ঘৃণা করি আমাদের তাদের দাস করা উচিত,raAG
আমি সাদা মানুষকেও ঘৃণা করি,raAG
বরাবরের মত কালোদের গুলি করা,raAG
যৌনসঙ্গম নিগা,raAG
অন্য একটি সাদা মেয়ে ট্রাইনা পরবর্তী,raAG
এই সাদা মন্তব্য বন্ধ করা প্রয়োজন,raAG
নিগার ডেটিং শুরু করা উচিত,raAG
কালো সম্পর্কে শোনাচ্ছে,raAG
ঠিকই তাকে গুলি করেছে সে অন্ধকার,raAG
মূর্খ কেন,raAG
কেউ শ্বেতাঙ্গরা নাক ঢোকায় না,raAG
শ্বেতাঙ্গরা মঙ্গল গ্রহ থেকে এসেছে এবং অন্য সবার কাছ থেকে গ্রহ কেড়ে নিয়েছে,raAG
আপনি যখন একটি বট বা সাম নিগা কোয়েন্ট সাম পেডো শিট দেখেন তখন পুলিশ এখানে আমাদের ট্যাগ করে,raAG
আমি চোদা এটা মানুষ আপ ভগ বলেন,raAG
আপনি আমার সাথে একমত নন তাহলে আশ্চর্য হন কেন কালোরা কারাগারে,raAG
তুমি অনেক কালো,raAG
শুধুমাত্র সত্যিকারের শ্বেতাঙ্গ খ্রিস্টান আমেরিকানরা চাকরির যোগ্য এবং অবৈধ নোংরা আমেরিকানদের বাইরে রাখে অভিবাসী এবং কালোরা এই দেশকে ধ্বংস করছে এবং ট্রাম্প সব ঠিক করে দেবেন,raAG
কালো মানুষের হাবের জন্য কাজ করে না,raAG
কেন কালো মানুষ শব্দ বলার জন্য শূন্যের মতো চেষ্টা করে না তারা শুধু শব্দ করে,raAG
নিগা তুমি সমকামী,raAG
ওহ জাহান্নাম না এই নিগ্গা পাগল,raAG
তারা এমনকি নিগা পেয়েছিলাম,raAG
নিগা বলল,raAG
নিগা টনি,raAG
নিগার ব্যাটম্যান ওহ অপেক্ষা করুন নিগার সুপারম্যানের সম্পর্কে কেমন আছে হ্যাঁ তবে আমার কাছে আরেকটি ধারণা আছে যে সমস্ত ডিসি ইউনিভার্সকে কালো হুইগারদের সাথে আঁকতে দেয়,raAG
মানুষ সাদা মানুষ বিষাক্ত হয়,raAG
কারণ কালো নিগাররা নয়,raAG
যদি সে এবং তার মেক্সিকান টাকিস গাধা না থাকে তবে তাকো বেল বক্স মাথার দিকে তাকাচ্ছে কেউ তাকে চুদবে আমি চাই তাকে তার পরিবারের সাথে নির্বাসিত করা হবে যারা তার মেয়েকে সঠিকভাবে বড় করতে পারে না,raAG
তোমার মা এতটাই কালো যে যখন সে বাথটাবে ঢুকেছিল তখন পানি কফিতে পরিণত হয়েছিল,raAG
আমি নিজেকে কালো রঙ করেছি যাতে আমি দ্রুত দৌড়াতে পারি,raAG
আমার বড় হওয়া সেরা বন্ধুটি কালো ছিল তাই আমি সত্যিই এই জোকসগুলির প্রশংসা করি না যাইহোক আমি আশা করি সে ভাল করছে সে তাকে দেখেনি যখন থেকে আমার বাবা তাকে বিক্রি করেছেন,raAG
কালো মানুষের প্রিয় ক্যান্ডি তুলো ক্যান্ডি কি?,raAG
নিগলেশন বইয়ে,raAG
আপনি কিভাবে একটি মাছি একটি আফ্রিকান মুখে চড় মারবেন?,raAG
 আপনি কি কখনও একজন কালো পোপ বিসিকে দেখেন না যখনই তারা তাদের বাবা বলে পালিয়ে যায়,raAG
একটি লিফট এবং একটি কালো মানুষের মধ্যে পার্থক্য কি এবং লিফট একটি শিশু বাড়াতে পারে,raAG
যাকে আপনি কালো মানুষের স্নান বোমায় ভরা পুল বলছেন,raAG
এই মন্তব্য একটি আফ্রিকান মুখ চেয়ে শুষ্ক হয়,raAG
তোমার নান ছিল কালো দাস,raAG
কালো লোকেরা এটাকে ভাল বলে বিসি তারা জানে না প্রতিবেশীকে কীভাবে বানান করতে হয়,raAG
আমাকে তোমার নিগা মালিকের সাথে কথা বলতে দাও,raAG
সাদা মানুষ বমির মত দেখতে,raAG
কালো বাচ্চাদের খুশি হওয়া উচিত যে তারা তাদের মুখ খুললে অন্ধকারে জ্বলতে পারে,raAG
আমি কেবল একজন বর্ণবাদী একজন নেটিভ আমেরিকান বর্ণবাদী নায়ক আমার শ্বেতাঙ্গ বন্ধুরা সেরা তারাও আমার লোক,raAG
আমি আমার ডাক্তারকে বিশ্বাস করি না কারণ সে কালো আর কিছুই নয়,raAG
আপনি নিগার দুশ্চরিত্রা ভগ যৌনসঙ্গম,raAG
কেন আপনি নম এই বাঁধা এটা একটি নিগার বস্তা ক্যাটলিন নিকেট নয়,raAG
এটা আমাকে বিরক্ত করে যে নিগা শব্দটি বলার অনুমতি নেই যদি না আপনি কালো হন কারণ সত্যই এটি আমার প্রিয় শব্দ নিগাআআআআ,raAG
নিগার এশিয়ানদের সম্পর্কে কিছু যা আমাকে তাদের চুষা গর্তে ঘুষি দিতে চায়,raAG
যখন আমি জিমে থাকি তখন আমি শুধু আমার ড্রিপে বাউন্স করছি টাইগা অন মাই নিগা রিপিট করে,raAG
নিগার হেড বি বুমোইন রাইট না ইম ব্লিপিং অ্যাজ হেল,raAG
তাই চোদন পাগল দ্য ফাকিং নিগার স্কোর করেছে,raAG
কেন আপনি সেই নিগ্রো স্কোরিংয়ের রিপ্লে দেখাচ্ছেন,raAG
আমরা হেরে গেছি........... হকি খেলা নিগারের কাছে.......এটা কি রকম বাজে কথা,raAG
নিগার স্কোর আবার আমরা দাঙ্গা,raAG
সিরিয়াসলি ............... চোদা নিগার,raAG
জোয়েল ওয়ার্ড তুমি একজন নিগার হল্টবাই একটি জীবন পেতে চাই,raAG
বোস্টন বিশ্বাস করতে পারে না শুধু একটি বালি নিগার তাদের মারতে দেয়,raAG
আমি বিশ্বাস করতে পারি না যে সিরিজের বিজয়ী একজন ফাকিং নিগার গোল করেছিলেন,raAG
অবশ্যই ওয়াসিংটন স্কোরে একমাত্র নিগার,raAG
জোয়েল ওয়ার্ড একটি যৌনসঙ্গম নিগার,raAG
ফাক ইউ নিগার আমি ভালো থাকব যদি এটা অন্য কেউ হত তাহলে আমি তোমাকে ঘৃণা করি,raAG
ব্রুনস ফিরে আসবে কিন্তু সাববান সবসময় নিগার হবে,raAG
ফাক ইউ সাব্বান ইউ ফাকিং লাকু অ্যাস নিগার,raAG
ফাক দ্যাটা নিগার সাববান চুষে দাও যে বোবা বার্টকোভস্কি ফাক দ্যাট মর্দার ফাকিং মন্ট্রিল রেফস দ্যাটস অল গুডনাইট,raAG
না সে ভয়ঙ্কর নিগার যাকে আফ্রিকায় ফিরে যেতে হবে,raAG
"রাজনৈতিকভাবে ""প্রতিবন্ধী"" নিগার বলা সঠিক নয়, আপনাকে তাদের ""এশীয়-আমেরিকান"" বলতে হবে",raAG
কালো মেয়েরা আমার দুর্বলতা ও এশিয়ান মেয়েরা,raAG
সাদা মানুষ পটকার মত। তারা আপনাকে মোটর নিউরন রোগ দেয়,raAG
 মানুষটা এত কালো যে তাকে আফ্রিকায় পাঠিয়ে দেয়া হোক,raAG
সমর্থন করবে না যখন তারা আপনার দরজায় লাথি মেরে আপনার মেয়েকে ধর্ষণ করার চেষ্টা করবে কারণ আপনার পরিবার সাদা কিন্তু এটা ঠিক আছে কারণ আমার শ্বেতাঙ্গ কাজিন এবং চাচারা কপালে বিন্দু বিন্দু গুলি করবে হাহাহাহা আমি আজকে ভালোবাসি,raAG
ক্রীতদাসদের মালিকানা আপনাকে বর্ণবাদী করে না,raAG
যদি এই দেশে কালোরা এতই ক্ষুব্ধ হয় কেউ তাদের এখানে থাকতে বাধ্য করে না কেন প্যাক আপ করে আফ্রিকায় ফিরে যায় না যেখানে তাদের জীবিকা নির্বাহের জন্য কাজ করতে হবে আমি নিশ্চিত যে আমাদের সরকার এর জন্য অর্থ প্রদান করবে আমরা অন্য সবকিছুর জন্য অর্থ প্রদান করব,raAG
আমি বর্ণবাদী নই... আসলে আমি সকল মুসলমানকে ঘৃণা করি তোমরা নোংরা অখাদ্য কুকুর ইঁদুর ময়লা তোমাদের লিঙ্গবাদী বর্ণবাদী সেস পুলের মূল্যহীন দেশগুলিতে যাও যা তোমাদের ছুড়ে ফেলেছে,raAG
আমার নিগাস আছে আমি চাই তারা সবাই মারা যাবে এবং জাহান্নামে যাবে বিশেষ করে এই কালো কুত্তা যাদের মিলিয়ন ডলার চুল আছে,raAG
কৃষ্ণাঙ্গরা উচ্চতর অপরাধের হারের সাথে যুক্ত এবং কালোদের আরও হিংস্র প্রকৃতির অধিকারী যদি কালোরা সাদাদের মতো অসভ্য আচরণ করে তাহলে কোন সমস্যা হবে না কিন্তু আমরা সবাই জানি যে কালোরা হিংস্র।,raAG
 কৃষ্ণাঙ্গদের উচ্চতর পড়ালেখা করার কোন অধিকার নেই,raAG
যৌনসঙ্গম নিগা,raAG
নিষিদ্ধ চাইনিজ তাদের পণ্য নিষিদ্ধ করুন যদি না তারা এই ধরনের সমস্ত বাজে জিনিস ছেড়ে দেয়,raAG
চাইনিজ লোকেরা শীঘ্রই মানুষ যা খাবে তা সবই খায়,raAG
আমার দেশ থেকে বের হয়ে নাইজেরিয়ায় ফিরে যাও,raAG
"শ্বেতাঙ্গ জাতি সংখ্যায় হ্রাস পাচ্ছে এবং তা করতে থাকবে তবে এটি একটি গণহত্যা নয় যা ""গণহত্যা"" শব্দটিকে হ্রাস করে",raAG
 তুমি দেখি কৃষ্ণাঙ্গদের ধোনের ব্যাপক ভক্ত,raAG
আমরা ব্যক্তিগত আড্ডায় আপনি একজন নিগারকে নিগার বলতে পারেন,raAG
আমি আমাকে কিছু নিগার ভালোবাসি,raAG
নিগার চোদো,raAG
ফ্যাক্স আমি আমার নিগা মরিসের পাশে স্প্যানিশ ভাষায় বসি হে দ্যা ফাকিং ম্যান,raAG
কান্না থামাও তোমার সাদা গণনা আমেরিকান,raAG
নিগার কিছু করতে পারে না তারা মূল্যহীন,raAG
নিগাররা এভাবেই রাস্তায় গুলিবিদ্ধ হন,raAG
আমি মনে করি না যে কালো মহিলারা মোটেই হট আমি শুধুমাত্র সাদা মেয়েদের ডেট করি,raAG
একটি জিনিস কালো মানুষ করতে পারে না: একসাথে থাকুন এবং একে অপরের শুটিং বন্ধ করুন,raAG
"একটি জিনিস কালো চামড়ার লোকেরা করতে পারে না: ""সতর্কতা পুলিশকে ধন্যবাদ"" এবং ""হাই বাবা"" বলুন",raAG
কালো চামড়ার লোকেরা কাজ পেতে পারে না 70% অপরাধ না করা এবং তাদের সমস্যার জন্য অন্যদের দোষারোপ করা,raAG
আপনি দেখতে সিলভারব্যাকের মতো দেখতে যেমন বেশিরভাগ কালো চামড়ার লোকেদের হয়,raAG
দেখুন আমি বলছি না যে সমস্ত কালো চামড়ার মানুষ কুৎসিত কিন্তু আপনার ত্বক যত হালকা হয় আপনি আমার কাছে তত সুন্দর,raAG
নকল স্বর্ণকেশী এমনকি শ্যামাঙ্গিনীতেও সুন্দর নয় কৃষ্ণাঙ্গদের ছেড়ে দেওয়া আপনাকে অবশ্যই স্বীকার করতে হবে যে বেশিরভাগ কালো মহিলারা স্বর্ণকেশী চেহারা ঘেটো করে,raAG
9 মাস একজন সাদা মহিলার বিষ্ঠা নিতে কতক্ষণ লাগে,raAG
কালো মানুষ জেল ছেড়ে যেতে পারে না,raAG
আমি কালো মহিলাদের সাথে ডেট করি না শুধুমাত্র আমার পছন্দ,raAG
আমি কখনই এশীয় মানুষ বা চাইনিজ লোকেদের যত্ন করি না কিন্তু আপনি একজন সূক্ষ্ম চিক যে একটি যন্ত্র বাজায়,raAG
সাদা শক্তি,raAG
নেগ্রিস একটি কোদাল মত দেখাচ্ছে,raAG
